,Unnamed: 0,text,category,trans,translate
5519,5519,So super song yaa,Positive,ಸೊ ಸೂಪರ್ ಸಾಂಗ್ ಯಾ,"Superb song
"
5520,5520,Super super super,not-Kannada,ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್,"Super super
"
5521,5521,10 ಮಿಲಿಯನ್ ವಿವ್ಸ್ ಆಗುತ್ತೆ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ,unknown state,10 ಮಿಲಿಯನ್ ವಿವ್ಸ್ ಆಗುತ್ತೆ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ,"10 million views
"
5522,5522,Wonderful song daily 5/6 kelalill Andre  eno miss madakodante,Positive,ವಂಡರ್ಫುಲ್ ಸಾಂಗ್ ಡೇಲಿ 5/6 ಕೆಲಲಿಲ್ ಆಂಡ್ರೆ ಏನೋ ಮಿಸ್ ಮಾಡಕೊಡಂತೆ,"Wonder song Daily 5 / 6
"
5523,5523,Hands up,Positive,ಹಂದ ಅಪ್,"Hush up
"
5524,5524,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಯೋ ಅವತಾರಾ...,Positive,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಯೋ ಅವತಾರಾ...,"Is this history?
"
5525,5525,@Usha Rao modlu caste system hogbeku inter caste marriage hecchige agbeku...yavag caste hogutto avage reservation hogutte..ella kade nim caste yavudu anta kelore hecchidare..bekabitti illi yaru tinutilla adu hakkide...ella 75%india du property obbare caste hattir ide adu tamugu gottu.,Negative,@ಉಷಾ ರಾವ್ ಮೊದ್ಲು ಕಾಸ್ಟ್ ಸಿಸ್ಟಂ ಹೊಗ್ಬೇಕು ಇಂಟರ್ ಕಾಸ್ಟ್ ಮಾರಿಯಾಗೆ ಹೆಚ್ಚಿಗೆ ಅಗಬೇಕು...ಯಾವಾಗ್ ಕಾಸ್ಟ್ ಹೋಗುತ್ತಾ ಅವಾಗೇ ರಿಸರ್ವೇಷನ್ ಹೋಗುತ್ತೆ..ಎಲ್ಲಾ ಕಡೆ ನಿಮ್ ಕಾಸ್ಟ್ ಯವುದು ಅಂತ ಕಾಲರ್ ಹೆಚ್ಚಿದರೆ..ಬೇಕಾಬಿಟ್ಟಿ ಇಲ್ಲಿ ಯಾರು ತಿನುತಿಲ್ಲ ಅದು ಹಕ್ಕಿದೆ...ಎಲ್ಲಾ 75%ಇಂಡಿಯಾ ಡೂ ಪ್ರೋಪರ್ಟಿ ಒಬ್ಬರೇ ಕಾಸ್ಟ್ ಹಟ್ಟರ್ ಇದೇ ಅದು ತಮುಗು ಗೊತ್ತು.,""""" ""The first cast system should be made more for inter-cast Maria.""
"
5526,5526,@Thiru valluvan good bro...grt,unknown state,@ತೀರು ವಲ್ಲುವಿನ್ ಗುಡ್ ಬ್ರೋ...ಗ್ರೇಟ್,"@ Tare Valluvin Good bro... great.
"
5527,5527,super super boss,Positive,ಸೂಪರ್ ಸೂಪರ್ ಬಾಸ್,"Super Boss
"
5528,5528,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಠಿಸೋ ಅವತಾರ 🤩🤩🤩,Positive,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಠಿಸೋ ಅವತಾರ 🤩🤩🤩,"This is a historical fact
"
5529,5529,Sir nimge anatha anatha dhanyavadhagalu,Positive,ಸಾರ್ ನಿಂಗೆ ಅನತ ಅನತ ಧನ್ಯವಾಧಿಗಳು,"Thank you so much sir.
"
5530,5530,ಬಾಳ ಚಂದ ಐತ್ರಿ ಕಥಿ,Positive,ಬಾಳ ಚಂದ ಐತ್ರಿ ಕಥಿ,"Bala Atri Katha
"
5531,5531,Superb movie,not-Kannada,ಸುಪರ್ಬ್ ಮೂವಿ,"Superb Movie
"
5532,5532,Sariyagi degidiya guru  all the best desha abhimana elade ero sule makkali ge sariyagi deggg bekuuu,Negative,ಸರಿಯಾಗಿ ದೇಗಿದಿಯ ಗುರು ಆಲ ದ ಬೆಸ್ಟ್ ದೇಶ ಅಭಿಮಾನ ಏಳದೇ ಏರೋ ಸುಳೆ ಮಕ್ಕಳಿ ಗೆ ಸರಿಯಾಗಿ ಡೆಗ್ಗಿ ಬೇಕು,"The best national pride of the right Degidii's guru must grow up for the best of the little ones.
"
5533,5533,Munde nodona sadhyakke a plan illa,Negative,ಮುಂಡೆ ನೋಡೋನ ಸದ್ಯಕ್ಕೆ ಏ ಪ್ಲಾನ್ ಎಲ್ಲಾ,"What are the current plans?
"
5534,5534,ಪ್ರಜ್ವಲ್ ಹೊಸ ತನದ ಸಿನಿಮಾ ಇದೆ ಅನಿಸತ್ತೆ,Mixed feelings,ಪ್ರಜ್ವಲ್ ಹೊಸ ತನದ ಸಿನಿಮಾ ಇದೆ ಅನಿಸತ್ತೆ,"It seems like a new film.
"
5535,5535,Odeya blockbuster,Positive,ಒಡೆಯ ಬ್ಲಾಕ್ಕುಸ್ಟರ್,"Owners Blockbuster
"
5536,5536,Hen music guru,unknown state,ಹೆನ್ ಮ್ಯೂಸಿಕ್ ಗುರು,"Music teacher
"
5537,5537,ಚಿತ್ರದಲ್ಲಿ ಏನೋ ಇದೆ,Negative,ಚಿತ್ರದಲ್ಲಿ ಏನೋ ಇದೆ,"There is something in the movie.
"
5538,5538,Hindi song ka ling do please,not-Kannada,ಹಿಂದಿ ಸಾಂಗ್ ಕಾ ಲಿಂಗ್ ಡೂ ಪ್ಲೀಸ್,"Hindi song Ka Ling Do Please
"
5539,5539,E varsha bad news Keli Keli saakagittu...first good news of 2020,Positive,ಏ ವರ್ಷಾ ಬ್ಯಾಡ್ ನ್ಯೂಸ್ ಕೇಳಿ ಕೇಳಿ ಸಾಕಾಗಿತ್ತು...ಫಸ್ಟ್ ಗುಡ್ ನ್ಯೂಸ್ ಅಫ್ 2020,"First good news for 2020
"
5540,5540,Supr bro u r video,not-Kannada,ಸಪರ್ ಬ್ರೋ ಊ ರ್ ವೀಡಿಯೋ,"Super Over video
"
5541,5541,ಇನ್ನೂ ಎಲ್ಲೆಲ್ಲಿ ಕೇಳ್ತವ್ರೋ.... ಅದೆಲ್ಲಾ report ಇವನಿಗೆ ಕೊಡ್ರೋ... ಅವನ reasearch ಗೆ  help ಆಗ್ಲಿ,Mixed feelings,ಇನ್ನೂ ಎಲ್ಲೆಲ್ಲಿ ಕೇಳ್ತವ್ರೋ.... ಅದೆಲ್ಲಾ ರಿಪೋರ್ಟ್ ಇವನಿಗೆ ಕೊಡ್ರೋ... ಅವನ ರೀಸರ್ಚ್ ಗೆ ಹೆಲ್ಪ್ ಆಗ್ಲಿ,"Where else have you heard all the reports given to him help his research.
"
5542,5542,U r great sir,not-Kannada,ಊ ರ್ ಗ್ರೇಟ್ ಸಾರ್,"Great sir.
"
5543,5543,D ಬಾಸ್ ಅಭಿಮಾನಿ ಕಡಿಂದ ಆಲ್ ದ ಬೆಸ್ಟ್,Positive,ಡ್ ಬಾಸ್ ಅಭಿಮಾನಿ ಕಡಿಂದ ಆಲ್ ದ ಬೆಸ್ಟ್,"All the best to the Bigg Boss fan
"
5544,5544,Ah boss Ee boss antha group katobadllu.  Simple jeevna ne super,Negative,ಅಹ್ ಬಾಸ್ ಈ ಬಾಸ್ ಅಂಥ ಗ್ರೂಪ್ ಕಾಚೊಬದಲ್ಲೂ. ಸಿಂಪಲ್ ಜೀವನ ನೇ ಸೂಪರ್,"Ah boss is such a group boss. Simple life is super
"
5545,5545,super film guru,Positive,ಸೂಪರ್ ಫಿಲ್ಮ್ ಗುರು,"Super film
"
5546,5546,ಸರ್ ನೀವು ದುಡಿದು ಬದುಕ್ತಿದಿರ,Positive,ಸರ್ ನೀವು ದುಡಿದು ಬದುಕ್ತಿದಿರ,"Sir, are you alive?
"
5547,5547,karthick s I said dislikers,unknown state,ಕಾರ್ತಿಕ ಎಸ್ ಈ ಸೈಡ್ ಡಿಸ್ಲಿಕರ್ಸ್,"Karthik S - The Side Dissolvers
"
5548,5548,Awesome,Positive,ಅವೆಸೋಮೆ,"[Picture on page 24, 25]
"
5549,5549,I love aadi,Positive,ಈ ಲವ್ ಆಡಿ,"Play this love game
"
5550,5550,ನಿಮ್ಮ ಅವ್ವ ರಂಡಿ,Negative,ನಿಮ್ಮ ಅವ್ವ ರಂಡಿ,"Your damag
"
5551,5551,@Vishal Shetty ಹು... ಹೌದೌದು ... ನಿನಗೆ ಕೆಲಸ ಜಾಸ್ತಿ.... ಮೊದಲೇ ಗಂಡು ಡಗಾರ್ ನೀನು.... ಅದೆಷ್ಟು gayಗಳು ಕಾದಿರುತ್ತಾರೋ ಏನೋ.... ಹೋಗು ಕೆಲ್ಸ ನೋಡ್ಕೋ.... ದಿನದ ಖರ್ಚಿಗೆ ಬೇಕಲ್ಲ....,Negative,@ವಿಷಲ್ ಶೆಟ್ಟಿ ಹು... ಹೌದೌದು ... ನಿನಗೆ ಕೆಲಸ ಜಾಸ್ತಿ.... ಮೊದಲೇ ಗಂಡು ಡಗಾರ್ ನೀನು.... ಅದೆಷ್ಟು ಗೆಗಳು ಕಾದಿರುತ್ತಾರೋ ಏನೋ.... ಹೋಗು ಕೆಲ್ಸ ನೋಡ್ಕೋ.... ದಿನದ ಖರ್ಚಿಗೆ ಬೇಕಲ್ಲ....,"@ Vishal _ Shetty: Yes, you have more work to do... you are a man...
"
5552,5552,@TROLL MONSTER_KANNADA nSandalwood dagar dasa (DBOOBS),Negative,@ಟ್ರೋಲ್ ಮಾನ್ಸ್ಟರ್_ಕನ್ನಡ ನಂಟಂಬಲ್ವೂಡ್ ಡಗರ್ ದಾಸ (ಡ್ಬಾಬ್ಸ್),"@ troll _ monster _ Kannada Nantambalwood Dagar Das (Dabbs)
"
5553,5553,Tennis Krishna fans hit like,unknown state,ಟೆನ್ನಿಸ್ ಕೃಷ್ಣಾ ಫ್ಯಾನ್ಸ್ ಹಿಟ್ ಲೈಕ್,"Fans of tennis star Krishna
"
5554,5554,inthavaranna gadibagakke kalsbeku tik tak madli,Negative,ಇಂಥವರನ್ನ ಗಡಿಬಾಗಕ್ಕೆ ಕಾಲ್ಸಬೇಕು ಟಿಕ್ ಟಾಕ್ ಮಡ್ಲಿ,"Tik Tok Madly should call such people to the border
"
5555,5555,Salute to sandalwood,not-Kannada,ಸಲ್ಯೂಟ್ ಟೊ ಸಂದಲ್ವೂದ್,"Salute to Sandalwood
"
5556,5556,Bro avarage ennu ugi sattiro yodrali avara gadano magano edidre e mathu helatiralila yaaro gand yaarado makkalu  e naayigalage yena alvaa tu prati yodanu Namma ge Anna tamma avara Namma vastu tilakori naayigalaa,Negative,ಬ್ರೋ ಅವರಗೆ ಎನ್ನು ಉಗಿ ಸತ್ತಿರೋ ಯೋದ್ರಲಿ ಅವರ ಗದನೋ ಮಗನೋ ಎದಿದ್ದೆ ಏ ಮತು ಹೆಳತಿರಲಿಲ ಯಾರೋ ಗಂಡ್ ಯಾರದೋ ಮಕ್ಕಳು ಏ ನಾಯಿಗಳಿಗೆ ಏನಾ ಆಳ್ವಾ ಟೂ ಪ್ರತಿ ಯೋಧನು ನಮ್ಮ ಗೆ ಅನ್ನಾ ತಮ್ಮ ಅವರ ನಮ್ಮ ವಾಸ್ತು ತಿಲಕೋರಿ ನಾಯಿಗಳ,""""" ""We have grown old, we have grown old, we have withered, we have withered, we have withered, we have withered, we have withered.""
"
5557,5557,Eetharau gandu questions yake keltairudo,Negative,ಈತರು ಗಂಡು ಕ್ಯುಸ್ಟಿಯನ್ಸ್ ಯಾಕೆ ಕೆಲ್ತಿರುದೋ,"Why men rape
"
5558,5558,Super video bro,not-Kannada,ಸೂಪರ್ ವೀಡಿಯೋ ಬ್ರೋ,"Super Video
"
5559,5559,6) vijaya devarakonda,unknown state,6) ವಿಜಯಾ ದೇವರಕೊಂಡ,"Vijay Devarakonda
"
5560,5560,Next level gurunin benki bhai,Positive,ನೆಕ್ಸ್ಟ್ ಲೆವಲ್ ಗುರುವಿನ್ ಬೆಂಕಿ ಭಾಯ್,"Next Level Guruvin Agni Bhai
"
5561,5561,@Nanu wt do u think ?,not-Kannada,@ನಾನು ವಿಟ್ ಡೂ ಊ ಥಿಂಕ್ ?,"Am I grateful to you?
"
5562,5562,ಅದ್ಭುತ ಕನ್ನಡ ಸಿನಿಮಾ,Positive,ಅದ್ಭುತ ಕನ್ನಡ ಸಿನಿಮಾ,"Kannada cinema
"
5563,5563,Entertainment Andre hidu huliyaaaa,Positive,ಇಂಟರ್ಟೆನ್ಮೆಂಟ್ ಆಂಡ್ರೆ ಹಾದು ಹುಲಿಯಾ,"EntertainmentAndr passes through Hulia
"
5564,5564,Super  songs,unknown state,ಸೂಪರ್ ಸಾಂಗ್ಸ್,"Superb Songs
"
5565,5565,Rashmika n her fans,unknown state,ರಶ್ಮಿಕ ನ್ ಹೀರ್ ಫ್ಯಾನ್ಸ್,"Rashmika Mandanna fans
"
5566,5566,Le Bindu naayi phone all radi togonda aaytha avarge adara laba sikatu aadare tik tok end dinaa avarage laba baratte enna mele yaava vastu Togo beda China vastu ninu Togo beda Naana antu tiragi nodalla Ni ale tuu,Negative,ಲೇ ಬಿಂದು ನಾಯಿ ಫೋನ್ ಆಲ ರಾಡಿ ತೊಗೊಂಡ ಆಯ್ತ ಅವರ್ಗೆ ಅದರ ಲಾಬಾ ಸಿಕಟು ಆದರೆ ಟಿಕ್ ಟೋಕ್ ಎಂಡ್ ದಿನಾ ಅವರಗೆ ಲಾಬಾ ಬರತ್ತೆ ಇನ್ನ ಮೇಲೆ ಯಾವ ವಾಸ್ತು ಟೊಗೊ ಬೇಡ ಚೀನಾ ವಾಸ್ತು ನೀನು ಟೊಗೊ ಬೇಡ ನಾನಾ ಅಂಟು ತಿರುಗಿ ನೋಡಲ್ಲ ನೀ ಅಲೆ ಟೂ,"The select guy who wears a Le Bindu Dog phone and wears a scarf got it, but Tik Tok & Dina gets Laba, no more architecture, Togo, no more architecture, no more Chinese architecture, you don't want togo, you don't want to look back, you don't want to see the wave.
"
5567,5567,ಸಕ್ಕತ್ ಹುರಿದ ಗುರು olle patta kalsidya tiktok support madidha Ch * as galige ....,Positive,ಸಕ್ಕತ್ ಹುರಿದ ಗುರು ಒಳ್ಳೆ ಪಟ್ಟ ಕಲ್ಸಿಡ್ಯ ಟಿಕ್ಟಾಕ್ ಸುಪ್ಪೋರ್ಟ್ ಮಾಡಿದ ಚಿ * ಆಸ್ ಗಳಿಗೆ ....,"A roasted Guru with a good calcified Tiktok Supported Chi * as...
"
5568,5568,Super song I like it,not-Kannada,ಸೂಪರ್ ಸಾಂಗ್ ಈ ಲೈಕ್ ಐಟಿ,"Super song
"
5569,5569,Broo dhanushreena roast madiiii... Chenagirutthe,Mixed feelings,ಬ್ರೂ ಧಾನುಶ್ರೀನ ರೋಸ್ಟ್ ಮಡಿ... ಚೆನಾಗಿರುತ್ತೆ,"Bru Dhanushri's roast is sweet.
"
5570,5570,Alok Khr Nikhil Annan acting ge kodtare,Negative,ಅಲೋಕ್ ಖರ್ ನಿಖಿಲ್ ಅನ್ನಾನ್ ಆಕ್ಟಿಂಗ್ ಗೆ ಕೊಟ್ಟರೆ,"Alok Khar and Nikhil Annan
"
5571,5571,Chindi chithrannaaa guru,Positive,ಚಿಂದಿ ಚಿತ್ರಣ್ಣಾ ಗುರು,"Chintamani Guru
"
5572,5572,Music is unique,not-Kannada,ಮ್ಯೂಸಿಕ್ ಐಎಸ್ ಯುನಿಕ್,"Music Iss Unique
"
5573,5573,ಮಹಾನ್ ವ್ಯಕ್ತಿಯ ರಕ್ತ ಅಲ್ಲವೇ,Positive,ಮಹಾನ್ ವ್ಯಕ್ತಿಯ ರಕ್ತ ಅಲ್ಲವೇ,"Is it not the blood of a great man?
"
5574,5574,ASN > KGF,Mixed feelings,ಆನ್ಸ್ > ಜೆಬ್,"Ans > Jeb
"
5575,5575,Moon ( ಚಂದ್ರ ) ಇಲ್ಲ ಅಂದ್ರೆ !!,Negative,ಮೂನ್ ( ಚಂದ್ರ ) ಇಲ್ಲ ಅಂದ್ರೆ !!,"No Moon!!
"
5576,5576,Suspen movie prajaval,Positive,ಸುಸ್ಪೇನ್ ಮೂವಿ ಪ್ರಜಾವಲ್,"Suseenan Movie Prajwal
"
5577,5577,SUPER  R  BOSS,Positive,ಸೂಪರ್ ರ್ ಬಾಸ್,"Super Boss
"
5578,5578,ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮೂಡಿಬಂದಿದೆ ಶುಭವಾಗಲಿ ಪ್ರಜ್ವಲ್ ಭಾಯ್....ಡಿ ಬಾಸ್ ಭಕ್ತ...,Positive,ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮೂಡಿಬಂದಿದೆ ಶುಭವಾಗಲಿ ಪ್ರಜ್ವಲ್ ಭಾಯ್....ಡಿ ಬಾಸ್ ಭಕ್ತ...,"Good luck Prajwal Bhai D Boss Bhakt.
"
5579,5579,ದಿಯಾ ಚಲನಚಿತ್ರ ತುಂಬಾನೇ ಚೆನ್ನಾಗಿದೆ. ಸ್ವಲ್ಪ ಪ್ರಚಾರದಲ್ಲಿ ಕೊರತೆ ಇರಬಹುದು. ಹಾಡುಗಳನ್ನ ಹಾಕಿದ್ದರೆ ಇದು ಇನ್ನೊಂದ್ದು ಮುಂಗಾರು ಮಳೆ ಆಗುತಿತ್ತು. ಹಾಟ್ಸ್ ಆಫ್ ಟು ಡೈರೆಕ್ಟರ್ ಅಶೋಕ್,Negative,ದಿಯಾ ಚಲನಚಿತ್ರ ತುಂಬಾನೇ ಚೆನ್ನಾಗಿದೆ. ಸ್ವಲ್ಪ ಪ್ರಚಾರದಲ್ಲಿ ಕೊರತೆ ಇರಬಹುದು. ಹಾಡುಗಳನ್ನ ಹಾಕಿದ್ದರೆ ಇದು ಇನ್ನೊಂದ್ದು ಮುಂಗಾರು ಮಳೆ ಆಗುತಿತ್ತು. ಹಾಟ್ಸ್ ಆಫ್ ಟು ಡೈರೆಕ್ಟರ್ ಅಶೋಕ್,"Dia movie is very good, there might be a lack of publicity.
"
5580,5580,chindi step chindi bgm superrrr,Positive,ಚಿಂದಿ ಸ್ಟೇಪ್ ಚಿಂದಿ ಬೆಜ್ ಸೂಪರ್ರ್,"Chintu Step Chintu Bez Super
"
5581,5581,ಸಾರ್ ಕಾಯಕವೇ ಕೈಲಾಸ ಹ್ಯಾಟ್ಸ್ ಆಫ್ ನಿಮ್ಗೆ ನಿಮ್ಮಿಂದ ಒಂದು ಪಾಠ ಕಲಿತೆ ಅದು ಕೆಲ್ಸ ಯಾವುದೇ ಆಗಲಿ ಅದನ್ನು ಶ್ರದ್ಧೆಯಿಂದ ಮಾಡ್ಬೇಕು ಅನ್ನೋದು ಧನ್ಯವಾದ ಸಾರ್ ನಿಮ್ಗೆ,Positive,ಸಾರ್ ಕಾಯಕವೇ ಕೈಲಾಸ ಹ್ಯಾಟ್ಸ್ ಆಫ್ ನಿಮ್ಗೆ ನಿಮ್ಮಿಂದ ಒಂದು ಪಾಠ ಕಲಿತೆ ಅದು ಕೆಲ್ಸ ಯಾವುದೇ ಆಗಲಿ ಅದನ್ನು ಶ್ರದ್ಧೆಯಿಂದ ಮಾಡ್ಬೇಕು ಅನ್ನೋದು ಧನ್ಯವಾದ ಸಾರ್ ನಿಮ್ಗೆ,""""" ""Sir, I have learnt a lesson from you, Kailash Hatts of yours, that whatever you do, you should do it with utmost care""
"
5582,5582,Communist government better enu hagadare,Mixed feelings,ಕಮ್ಯುನಿಸ್ಟ್ ಗವರ್ನ್ಮೆಂಟ್ ಬ್ಯಾಟರ್ ಏನು ಹಾಗಾದರೆ,"What is a communist government?
"
5583,5583,ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.....ಅಜನೀಶ್ ಲೋಕನಾಥ್ ಏನ್ ಮ್ಯೂಸಿಕ್ ಗುರು ನಿಂದು...ಉಳಿದವರು ಕಂಡಂತೆ..ಕಿರಿಕಪಾರ್ಟಿ..ಅಕಿರ..ರಂಗಿತರಂಗ..ಬೆಲ್ ಬಾಟಮ್...ಪಡ್ಡೆಹುಲಿ...ಜಾನಿ ಜಾನಿ ಎಸ್ ಪಪ್ಪ...ವಾಸು...nಅಚ್ಚ ಕನ್ನಡ ಗೀತೆಗಳುnನೀನ್ ಕೊಟ್ಟಿರೋ ಫಿಲ್ಮ್ ಎಲ್ಲ ಮ್ಯೂಸಿಕ್ ಸೂಪರ್ ಹಿಟ್,Positive,ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.....ಅಜನೀಶ್ ಲೋಕನಾಥ್ ಏನ್ ಮ್ಯೂಸಿಕ್ ಗುರು ನಿಂದು...ಉಳಿದವರು ಕಂಡಂತೆ..ಕಿರಿಕಪಾರ್ಟಿ..ಅಕಿರ..ರಂಗಿತರಂಗ..ಬೆಲ್ ಬಾಟಮ್...ಪಡ್ಡೆಹುಲಿ...ಜಾನಿ ಜಾನಿ ಎಸ್ ಪಪ್ಪ...ವಾಸು...ನ್ಅಚ್ಚ ಕನ್ನಡ ಗೀತೆಗಳುನ್ನೀನ್ ಕೊಟ್ಟಿರೋ ಫಿಲ್ಮ್ ಎಲ್ಲ ಮ್ಯೂಸಿಕ್ ಸೂಪರ್ ಹಿಟ್,"Super Rakshit Shetty is the music director of the movie.
"
5584,5584,I like your content,not-Kannada,ಈ ಲೈಕ್ ಯುವರ್ ಕಂಟೆಂಟ್,"This is your favourite content.
"
5585,5585,ನಮ್ಮ ದೇಶದಲ್ಲಿ ರಾಜಕೀಯ ಮಾಡಿ ಸಾಯಿತಾರೆ ಸೊ ರಾಜಕೀಯ ಇಲ್ಲ ಅಂದ್ರೆ ದೇಶ ಬೇಗ ಉದ್ದಾರ ಆಗುತ್ತೆ ಇಲ್ಲ ಅಂದ್ರೆ ಅಷ್ಟೇ....,Negative,ನಮ್ಮ ದೇಶದಲ್ಲಿ ರಾಜಕೀಯ ಮಾಡಿ ಸಾಯಿತಾರೆ ಸೊ ರಾಜಕೀಯ ಇಲ್ಲ ಅಂದ್ರೆ ದೇಶ ಬೇಗ ಉದ್ದಾರ ಆಗುತ್ತೆ ಇಲ್ಲ ಅಂದ್ರೆ ಅಷ್ಟೇ....,"There is no politics in our country.
"
5586,5586,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ....,Mixed feelings,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ....,"This is a historical fact.
"
5587,5587,ಈ ತರಹ‌ ಒಳ್ಳೆಯ ಕಾಂಸೆಪ್ಟ್ ಇಟ್ಕೊಂಡ್ ಮೂವಿ ಮಾಡ್ರಪ್ಪ. ಕಿಸ್ ಮಾಡೋದು,Negative,ಈ ತರಹ\u200c ಒಳ್ಳೆಯ ಕಾಂಸೆಪ್ಟ್ ಇಟ್ಕೊಂಡ್ ಮೂವಿ ಮಾಡ್ರಪ್ಪ. ಕಿಸ್ ಮಾಡೋದು,"This kind of\ u200c is a good concept for an itcond movie.Kiss it
"
5588,5588,Sir u r amazing,Positive,ಸಾರ್ ಊ ರ್ ಅಮೇಜಿಂಗ್,"Exciting Sir
"
5589,5589,Pap pabap pap pabapabapap!nTin ti din tin tiditididinnRead in a flownnADDITCTED,Positive,ಪ್ಯಾಪ್ ಪಬಾಪ್ ಪ್ಯಾಪ್ ಪಬಬಬಪಪ್!ಂಟಿನ್ ಟಿ ಡೀನ್ ಟಿನ್ ಟಿಡಿಟಿಟಿಡಿನ್ಮರೆಡ್ ಇನ್ ಏ ಫ್ಲಾನೆನ್ಟಿಟ್ಕ್ಟ್,"Pop Pop Pop!
"
5590,5590,Keli kadiruva bandhavarennBhuviyalli avana aritavarennYarilla bidi,unknown state,ಕೇಳಿ ಕಾದಿರುವ ಬಂಧವರೆಂದುವಿವಿಯಲ್ಲಿ ಅವನ ಅರಿತವರೆನ್ನರಿಲ್ಲ ಬೀದಿ,"There are no known men in the street who are waiting for him.
"
5591,5591,@dollegowda m hlo bro,unknown state,@ದೊಲ್ಲೆಗೌಡ ಎಮ್ ಹಾಲೋ ಬ್ರೋ,"@ Dollegowda M Halo Bro
"
5592,5592,ತುಂಬಾ ಚೆನ್ನಾಗಿ ಬೈದ್ರಿ ನಿಮ್ಮ ಒಂದೊಂದು ಮಾತು ಮುತ್ತಿನಂತದ್ದು.......,Positive,ತುಂಬಾ ಚೆನ್ನಾಗಿ ಬೈದ್ರಿ ನಿಮ್ಮ ಒಂದೊಂದು ಮಾತು ಮುತ್ತಿನಂತದ್ದು.......,"Very well said Baidri is like a kiss from you....
"
5593,5593,Yar yaru ashwattama badukidanendu nambutero Elli ondu like madi,unknown state,ಯಾರ್ ಯಾರು ಅಶ್ವತ್ತಮ ಬದುಕಿದನೆಂದು ನಂಬೂಟರ್ ಎಲ್ಲಿ ಒಂದು ಲೈಕ್ ಮಾಡಿ,"If you want to know who lived a life like that, please click here
"
5594,5594,ಕಮೂನಿಷ್ಟ ಸರ್ಕಾರವೇ ಒಳ್ಳೆಯದು ಅಲ್ಲಿ ರಾಜಕೀಯ ಇರಲ್ಲ ದೇಶದ ಅಭಿವೃದ್ಧಿ ಒಂದೇ ಗುರಿnನಮ್ಮ ದೇಶದ ಈ ಸ್ಥಿತಿಗೆ ಕಾರಣnn* ರಾಜಕಾರಣಿಯರು(ನೆಹರೂ ವಂಶಸ್ಥರು),Mixed feelings,ಕಮೂನಿಷ್ಟ ಸರ್ಕಾರವೇ ಒಳ್ಳೆಯದು ಅಲ್ಲಿ ರಾಜಕೀಯ ಇರಲ್ಲ ದೇಶದ ಅಭಿವೃದ್ಧಿ ಒಂದೇ ಗುರಿನ್ನಮ್ಮ ದೇಶದ ಈ ಸ್ಥಿತಿಗೆ ಕಾರಣನೀನ್* ರಾಜಕಾರಣಿಯರು(ನೆಹರೂ ವಂಶಸ್ಥರು),"There is no politics there.
"
5595,5595,Super guru,not-Kannada,ಸೂಪರ್ ಗುರು,"Super teacher
"
5596,5596,@Naveenkumar R lo adu kannad Alla kannada...,Negative,@ನವೆಂಕೋಮಾರ್ ರ್ ಲೂ ಅದು ಕನ್ನಡ್ ಅಲ್ಲಾ ಕನ್ನಡ...,"@ Navenkomar Lulu it is Kannada Allah Kannada...
"
5597,5597,ಒಳ್ಳೆ ಸಿನಿಮಾ ಮಾತ್ರ,Positive,ಒಳ್ಳೆ ಸಿನಿಮಾ ಮಾತ್ರ,"Only good films do well.
"
5598,5598,avAnE shriMAN NaRAyana..,unknown state,ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ..,"He is Narayan Rane.
"
5599,5599,igun kaldalli 60 years badkodhe kasta 5000 varsa irtara yakro janara inocentna use madkotira,Negative,ಈಗನ್ ಕಲ್ಲಲ್ಲಿ 60 ಏಸರ್ಸ್ ಬದ್ಕೋಧೆ ಕಷ್ಟ 5000 ವರ್ಷ ಇರ್ತರ ಯಕ್ರೋ ಜನರ ಎನೋಸೆಂಟ್ನ ಯೂಸ್ ಮಧ್ಕೋತಿರ,"The 60 Acers at Eagan Stone is a 5,000 year old Yas Madhikotai of the Yekro people's Anocent
"
5600,5600,super sr,not-Kannada,ಸೂಪರ್ ಎರರ್,"Super Err
"
5601,5601,Movie release aadmele matte pickup aaguthe,Positive,ಮೂವಿ ರಿಲೀಸ್ ಆದ್ಮೆಲೆ ಮತ್ತೆ ಪಿಕಾಕ್ ಆಗುತ್ತೆ,"The movie will be released once again.
"
5602,5602,rakshith naik ಅವ್ರು ಮೋದಿ ಭಕ್ತರು,Mixed feelings,ರಕ್ಷಿತ್ ನೈಕ್ ಅವ್ರು ಮೋದಿ ಭಕ್ತರು,"Rakshit Naik defends Modi
"
